apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Quyidagi ilovalar uchun yangi {} versiyalar mavjud
apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,Avtomatik ulanish faqat bitta elektron pochta hisob qaydnomasi uchun faollashtirilishi mumkin.
DocType: Test Runner,Test Runner,Viktorina yuguruvchisi
DocType: Auto Repeat,Monthly,Oylik
DocType: Address,Uttarakhand,Uttarkand
DocType: Email Account,Enable Incoming,Kirishni yoqish
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,Xavf
DocType: Address,Email Address,Elektron pochta manzili
DocType: Workflow State,th-large,juda katta
DocType: Communication,Unread Notification Sent,O&#39;qilmagan xabarnoma yuborildi
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,Eksportga ruxsat berilmaydi. Eksport qilish uchun sizga {0} rol kerak.
DocType: Assignment Rule,Automatically Assign Documents to Users,Hujjatlarni avtomatik ravishda foydalanuvchilarga topshirish
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,Yechib oling
DocType: System Settings,In seconds,Soniyada
apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,{0} hujjatlarni bekor qilmoqchimisiz?
DocType: DocType,Is Published Field,Maydon e&#39;lon qilinadi
DocType: GCalendar Settings,GCalendar Settings,GCalendar sozlamalari
DocType: Email Group,Email Group,E-pochta guruhi
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.","Google Calendar - {0} hodisasini Google Taqvimidan o&#39;chirib bo&#39;lmadi, xato kodi {1}."
DocType: Event,Pulled from Google Calendar,Google Taqvimidan tortib olindi
DocType: Note,Seen By,Ko&#39;rilgan
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,Bir nechta qo&#39;shish
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,Siz bir nechta energiya nuqtalarini qo&#39;lga kiritdingiz
apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,Foydalanuvchi Foydalanuvchi Foydalanuvchi emas.
DocType: Energy Point Log,Reverted,Qaytdi
DocType: Success Action,First Success Message,Birinchi muvaffaqiyatli xabar
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,Yo&#39;q
apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},Noto&#39;g&#39;ri qiymat: {0} {1} {2}
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)","Joylar xususiyatlarini o&#39;zgartirish (yashirish, o&#39;qish, ruxsatnoma va h.k.)"
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,Qadrlang
DocType: Workflow State,lock,qulflang
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,Biz bilan bog&#39;lanish uchun sozlamalar.
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,Administrator hisobga kiritildi
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","&quot;Savollar so&#39;rovi, qo&#39;llab-quvvatlash so&#39;rovi&quot; va hokazo. Kabi yangi variantni tanlang yoki vergul bilan ajrating."
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,Teg qo&#39;shish ...
apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,Portret
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,Qo&#39;shish
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,Google Drive kirishiga ruxsat bering
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},{0} ni tanlang
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,"Iltimos, asosiy URL manzilini kiriting"
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it","Agar yoqilgan bo&#39;lsa, foydalanuvchi birinchi marta ochganda hujjat ko&#39;rinadigan deb belgilanadi"
DocType: Auto Repeat,Repeat on Day,Kunni takrorlang
DocType: DocField,Color,Rang
DocType: Data Migration Run,Log,Kundalik
DocType: Workflow State,indent-right,indent-o&#39;ng
DocType: Has Role,Has Role,Rolu bor
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,Serverda QR kodini saqlab qolish uchun sekundlarda. Min: <strong>240</strong>
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}:Fieldtype {1} for {2} cannot be indexed,{0}: {2} uchun {1} maydon turini indekslab bo&#39;lmaydi
DocType: Dashboard Chart,Timespan,Timespan
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,Veb bog&#39;lanish
DocType: Deleted Document,Restored,Qayta tiklandi
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,1 daqiqa oldin
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Tizim boshqaruvchisidan tashqari, Foydalanuvchi ruxsati bilan o&#39;rnatilgan rollar o&#39;ng Hujjat turi uchun boshqa foydalanuvchilar uchun ruxsatlarni o&#39;rnatishi mumkin."
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,Mavzuni sozlash
DocType: Company History,Company History,Kompaniya tarixi
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,Nolga o&#39;rnatish
DocType: Workflow State,volume-up,ovoz balandligi
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,Veb-ilovalar API so&#39;rovlarini veb-ilovalarga chaqiradi
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,Kuzatish rejimini ko&#39;rsatish
DocType: DocType,Default Print Format,Standart nashr formati
DocType: Workflow State,Tags,Teglar
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,Hech kim: Ish xarining oxiri
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values",{0} maydonini yagona noyob mavjud qiymatlar bo&#39;lgani uchun {1} da noyob deb belgilash mumkin emas
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,Hujjat turlari
DocType: Address,Jammu and Kashmir,Jammu va Kashmir
DocType: Workflow,Workflow State Field,Ish jarayoni holati maydoni
DocType: Language,Guest,Mehmon
DocType: DocType,Title Field,Sarlavha maydoni
DocType: Error Log,Error Log,Xato jurnali
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,Noto‘g‘ri URL
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,So&#39;nggi 7 kun
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""",&quot;Abcabcabc&quot; kabi takrorlash faqat &quot;abc&quot; ga qaraganda ancha qiynaladi
DocType: Notification,Channel,Kanal
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.","Agar bu ruxsatsiz deb hisoblasangiz, ma&#39;mur parolini o&#39;zgartiring."
DocType: Data Import Beta,Data Import Beta,Beta-ma’lumotlarni import qilish
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0} majburiydir
DocType: Assignment Rule,Assignment Rules,Topshirish qoidalari
DocType: Workflow State,eject,chiqarish
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,{0} topilmadi.
DocType: Chat Room,Owner,Egasi
DocType: Assignment Rule,Rule,Qoida
DocType: Communication,Visit,Tashrif
DocType: LDAP Settings,LDAP Search String,LDAP Izlash String
DocType: Translation,Translation,Tarjima
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,Janob
DocType: OAuth Authorization Code,Client,Mijoz
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,Ustunni tanlang
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,Ushbu forma siz yuklaganingizdan so&#39;ng o&#39;zgartirildi
DocType: Address,Himachal Pradesh,Himachal Pradesh
DocType: System Settings,"If not set, the currency precision will depend on number format","Agar belgilanmasa, valyuta aniqligi raqam formatiga bog&#39;liq bo&#39;ladi"
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,Awesomebar-ni oching
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.",Serverning chiziqli konfiguratsiyasi bilan bog&#39;liq muammo mavjud. Muvaffaqiyatsiz bo&#39;lgan taqdirda sizning hisobingizga mablag &#39;qaytariladi.
DocType: Data Import,Import Log,Import jurnali
DocType: User Permission,Apply To All Document Types,Barcha hujjatlar turlariga qo&#39;llang
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,Veb-sayt sahifalarida rasm slayd-ruxsatlarini joylashtiring.
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,Yuborish
DocType: Workflow Action Master,Workflow Action Name,Ish oqimining nomi
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,DocType birlashtirilmaydi
DocType: Web Form Field,Fieldtype,Maydon turi
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,Zip fayli emas
DocType: Global Search DocType,Global Search DocType,Global qidirish DocType
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","Dinamik mavzuni qo'shish uchun, kabi jinja teglaridan foydalaning <div><pre> <code>New {{ doc.doctype }} #{{ doc.name }}</code> </pre> </div>"
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}","Majburiy maydonlar {0} da, qatorda {1}"
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,Kapitallashtirish juda ko&#39;p yordam bermaydi.
DocType: Error Snapshot,Friendly Title,Do&#39;stlik sarlavhasi
DocType: Newsletter,Email Sent?,E-pochta yuborildi?
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,Grafikni almashtirish
apps/frappe/frappe/desk/form/save.py,Did not cancel,Bekor qilmadim
DocType: Social Login Key,Client Information,Mijoz haqida ma&#39;lumot
DocType: Workflow State,plus,ortiqcha
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,Mehmon yoki ma&#39;mur sifatida tizimga kiritildi
DocType: Email Account,UNSEEN,UNSEEN
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,Fayl menejeri
DocType: Website Settings,"HTML Header, Robots and Redirects","HTML sarlavhasi, robotlar va qayta yo&#39;naltirishlar"
DocType: GCalendar Account,Refresh Token,Qayta tiklash
DocType: Address,Goa,Goa
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,Ushbu sayt uchun kutilayotgan yoki joriy ishlar mavjud emas
DocType: Webhook,Doc Event,Doc faoliyati
apps/frappe/frappe/public/js/frappe/utils/user.js,You,Siz
DocType: Braintree Settings,Braintree Settings,Braintree Sozlamalari
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,{0} yozuvlar muvaffaqiyatli yaratildi.
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,Filtrni saqlang
DocType: Print Format,Helvetica,Helvetica
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},{0} o&#39;chirib bo&#39;lmadi
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,Tekshirish havolasi
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,Ota-bobolari emas
DocType: Address,Jharkhand,Jarxand
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,Xabarnoma allaqachon yuborilgan
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry","Kirish seansining muddati tugadi, qayta harakat qilish uchun sahifani yangilang"
DocType: Communication,BCC,BCC
DocType: Unhandled Email,Reason,Sabab
DocType: Email Unsubscribe,Email Unsubscribe,E - mail obunani bekor qilish
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,Eng yaxshi natijalarni olish uchun shaffof fon bilan taxminan 150px kenglikdagi tasvirni tanlang.
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,Harakat yo&#39;q
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,Uchinchi tomon ilovalari
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,Birinchi foydalanuvchi tizim boshqaruvchisiga aylanadi (uni keyinroq o&#39;zgartirishingiz mumkin).
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,Siz o&#39;zingizga sharh ochib berolmaysiz
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,DocType tanlangan Doc hodisasi uchun Submittable bo&#39;lishi kerak
DocType: Workflow State,circle-arrow-up,aylana-o&#39;q-up
DocType: Email Domain,Email Domain,E-pochta domeni
DocType: Workflow State,italic,kursiv
DocType: LDAP Group Mapping,ERPNext Role,ERPNext roli
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,{0}: Yaratishsiz Importni o&#39;rnatib bo&#39;lmadi
DocType: SMS Settings,Enter url parameter for message,Xabar uchun url parametrini kiriting
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,Avtomatik takrorlash ushbu hujjat uchun yaratilgan
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,Hisobotni brauzeringizda ko&#39;rish
apps/frappe/frappe/config/desk.py,Event and other calendars.,Voqealar va boshqa kalendarlar.
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0} (1 qator majburiy)
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,Fikrlarni yuborish uchun barcha joylar kerak.
DocType: Custom Script,Adds a client custom script to a DocType,DocType-ga mijozning maxsus skriptini qo&#39;shadi
DocType: Print Settings,Printer Name,Printer nomi
DocType: Webhook,Form URL-Encoded,Forma URL-kodlangan
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,Kengliklari px yoki% sifatida o&#39;rnatilishi mumkin.
apps/frappe/frappe/public/js/frappe/form/print.js,Start,Boshlang
DocType: Contact,First Name,Ism
DocType: LDAP Settings,LDAP Username Field,LDAP foydalanuvchi nomi maydon
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,LDAP yoqilmagan.
DocType: Portal Settings,Standard Sidebar Menu,Foydalanuvchi shkafi menyusi
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,Avtomatik takrorlash Hujjatlarni yaratish xatosi
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,Uy va biriktirilgan papkalarni o&#39;chirib bo&#39;lmaydi
apps/frappe/frappe/config/desk.py,Files,Fayllar
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,Ruxsatlar foydalanuvchilarga ular qanday rollarda tayinlanganligiga qarab tatbiq etiladi.
apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,Siz ushbu hujjatga tegishli elektron pochta xabarlarini yuborishga ruxsat yo&#39;q
apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,"Iltimos, tartibida / guruhi uchun {0} dan atleast 1 ustunini tanlang"
apps/frappe/frappe/permissions.py,Not allowed for {0}: {1}. Restricted field: {2},{0}: {1} uchun ruxsat berilmagan. Cheklangan maydon: {2}
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,Sandbox API yordamida to&#39;lovingizni sinovdan o&#39;tkazsangiz buni tekshirib ko&#39;ring
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,Siz standart veb-sayt mavzusini o&#39;chirishingiz mumkin emas
DocType: Data Import,Log Details,Tafsilotlar
DocType: Workflow Transition,Example,Misol
DocType: Webhook Header,Webhook Header,Webhook Header
DocType: Access Log,Report Information,Hisobot haqida ma&#39;lumot
DocType: Print Settings,Print Server,Chop etish serverlari
DocType: Workflow State,gift,sovg&#39;a
DocType: Communication,Timeline Links,Yilnoma havolalari
DocType: Workflow Action,Completed By,Tugallangan
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Unable to find attachment {0},{0} ilovasini topib bo&#39;lmadi.
apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,O&#39;chirish mumkin emas
apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,Siz izlayotgan resurs mavjud emas
DocType: Chat Profile,Chat Background,Chat fon
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,O&#39;qilgan deb belgilash
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Updating {0},{0} yangilanmoqda
apps/frappe/frappe/core/doctype/report/report.js,Disable Report,Hisobotni o&#39;chirib qo&#39;yish
DocType: Translation,Contributed Translation Doctype Name,Hisoblangan tarjima hujjati nomi
DocType: PayPal Settings,Redirect To,Qaytish
DocType: Data Migration Mapping,Pull,Torting
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript formati: frappe.query_reports [&#39;REPORTNAME&#39;] = {}
DocType: Bulk Update,Bulk Update,Ommaviy yangilanish
DocType: Workflow State,chevron-up,chevron-up
DocType: DocType,Allow Guest to View,Mehmonni ko&#39;rishga ruxsat berish
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} should not be same as {1},{0} {1} bilan bir xil bo&#39;lmasligi kerak
DocType: Webhook,on_change,on_change
apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,{0} mahsulotni doimiy o&#39;chirib tashlash kerakmi?
apps/frappe/frappe/utils/oauth.py,Not Allowed,Ruxsat berilmagan
DocType: DocShare,Internal record of document shares,Hujjat aktsiyalarining ichki qayd
DocType: Energy Point Settings,Review Levels,Darajalarni ko&#39;rib chiqish
DocType: Workflow State,Comment,Fikr
DocType: Data Migration Plan,Postprocess Method,Postpesess usuli
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Photo,Rasmga olmoq
DocType: Assignment Rule,Round Robin,Dumaloq Robin
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"You can change Submitted documents by cancelling them and then, amending them.","Yuborilgan hujjatlarni bekor qilib, keyin ularni o&#39;zgartirish orqali o&#39;zgartirishingiz mumkin."
DocType: Data Import,Update records,Yozuvlarni yangilang
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Invalid module path,Moduli yo&#39;li noto&#39;g&#39;ri
DocType: DocField,Display,Ko&#39;rish
DocType: Email Group,Total Subscribers,Jami abonentlar
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top {0},Top {0}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Row Number,Qator raqami
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"If a Role does not have access at Level 0, then higher levels are meaningless.","Agar rolda 0 darajasida kirish imkoni bo&#39;lmasa, unda yuqori darajalar mazmunsiz bo&#39;ladi."
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Save As,Turli Saqlash
DocType: Comment,Seen,Ko&#39;rinadi
apps/frappe/frappe/public/js/frappe/form/layout.js,Show more details,Qo&#39;shimcha ma&#39;lumotni ko&#39;rsatish
DocType: System Settings,Run scheduled jobs only if checked,Belgilangan bo&#39;lsa faqat rejalashtirilgan ishlarni bajaring
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Will only be shown if section headings are enabled,"Bo&#39;lim sarlavhalari yoqilgan bo&#39;lsa, faqat ko&#39;rsatiladi"
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_column.html,Archive,Arxiv
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload,Fayl yuklash
DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Standart qiymat maydonlarini (tugmachalarini) va qiymatlarini kiriting. Biror maydon uchun bir nechta qiymat qo&#39;shsangiz, unda birinchisi tanlanadi. Ushbu standartlarni &quot;hamjihat&quot; ruxsat berish qoidalarini o&#39;rnatish uchun ham ishlatiladi. Maydonlarning ro&#39;yxatini ko&#39;rish uchun &quot;Formani moslashtiring&quot; bo&#39;limiga o&#39;ting."
DocType: Auto Repeat,Message,Xabar
DocType: Communication,Rating,Reyting
DocType: Customize Form Field,"Print Width of the field, if the field is a column in a table","Chiziqning maydoni kengligi, agar maydon jadvaldagi ustun bo&#39;lsa"
DocType: Dropbox Settings,Dropbox Access Key,Dropbox kirish uchun kalit
apps/frappe/frappe/desk/form/utils.py,Wrong fieldname <b>{0}</b> in add_fetch configuration of custom script,Maxsus skriptning add_fetch konfiguratsiyasida <b>{0}</b> noto'g'ri maydon nomi
apps/frappe/frappe/contacts/doctype/contact/contact.py,Select Google Contacts to which contact should be synced.,Kontakt sinxronlashtirilishi kerak bo&#39;lgan Google Contacts-ni tanlang.
DocType: Web Page,Main Section (HTML),Asosiy bo&#39;lim (HTML)
DocType: Workflow State,headphones,minigarnituralar
apps/frappe/frappe/email/doctype/email_account/email_account.py,Password is required or select Awaiting Password,Parolni kiritish yoki Parolni kutish-ni tanlang
